dataset,rare_class,seed,rts,variant,group,sep,split_hash,git_sha,cell_id_align_hash,abstain,chosen_rank,baseline_f1,rare_f1,rare_recall,rare_precision,n_rescued,n_false_rescues,ffr
tabula_lung_endo,endothelial cell of lymphatic vessel,43,0.10,R3_rank3,R,1.7338,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,True,0,0.9618,0.9618,0.9692,0.9545,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,43,0.10,R_adaptive,R,1.7338,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,True,0,0.9618,0.9618,0.9692,0.9545,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,43,all,A0_baseline,A,1.4801,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,0,0.9848,0.9848,1.0,0.9701,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,43,all,A1_minus_sep,A,1.4801,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,True,0,0.9848,0.9848,1.0,0.9701,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,43,all,A2_minus_necessity,A,1.4801,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,1,0.9848,0.9774,1.0,0.9559,1,1,0.000583
tabula_lung_endo,endothelial cell of lymphatic vessel,43,all,A3_minus_adaptive_rank,A,1.4801,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,True,0,0.9848,0.9848,1.0,0.9701,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,43,all,A4_minus_tau,A,1.4801,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,True,0,0.9848,0.9848,1.0,0.9701,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,43,all,A5_full,A,1.4801,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,True,0,0.9848,0.9848,1.0,0.9701,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,43,all,R1_rank1,R,1.4801,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,True,0,0.9848,0.9848,1.0,0.9701,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,43,all,R2_rank2,R,1.4801,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,True,0,0.9848,0.9848,1.0,0.9701,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,43,all,R3_rank3,R,1.4801,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,True,0,0.9848,0.9848,1.0,0.9701,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,43,all,R_adaptive,R,1.4801,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,True,0,0.9848,0.9848,1.0,0.9701,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,44,0.01,A0_baseline,A,2.0898,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,0,0.7619,0.7619,0.6154,1.0,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,44,0.01,A1_minus_sep,A,2.0898,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,1,0.7619,0.9767,0.9692,0.9844,24,1,0.000583
tabula_lung_endo,endothelial cell of lymphatic vessel,44,0.01,A2_minus_necessity,A,2.0898,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,1,0.7619,0.9767,0.9692,0.9844,24,1,0.000583
tabula_lung_endo,endothelial cell of lymphatic vessel,44,0.01,A3_minus_adaptive_rank,A,2.0898,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,1,0.7619,0.9767,0.9692,0.9844,24,1,0.000583
tabula_lung_endo,endothelial cell of lymphatic vessel,44,0.01,A4_minus_tau,A,2.0898,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,1,0.7619,0.9767,0.9692,0.9844,24,1,0.000583
tabula_lung_endo,endothelial cell of lymphatic vessel,44,0.01,A5_full,A,2.0898,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,1,0.7619,0.9767,0.9692,0.9844,24,1,0.000583
tabula_lung_endo,endothelial cell of lymphatic vessel,44,0.01,R1_rank1,R,2.0898,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,1,0.7619,0.9767,0.9692,0.9844,24,1,0.000583
tabula_lung_endo,endothelial cell of lymphatic vessel,44,0.01,R2_rank2,R,2.0898,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,2,0.7619,0.9333,0.9692,0.9,30,7,0.004079
tabula_lung_endo,endothelial cell of lymphatic vessel,44,0.01,R3_rank3,R,2.0898,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,3,0.7619,0.8609,1.0,0.7558,46,21,0.012238
tabula_lung_endo,endothelial cell of lymphatic vessel,44,0.01,R_adaptive,R,2.0898,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,1,0.7619,0.9767,0.9692,0.9844,24,1,0.000583
tabula_lung_endo,endothelial cell of lymphatic vessel,44,0.05,A0_baseline,A,1.797,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,0,0.944,0.944,0.9077,0.9833,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,44,0.05,A1_minus_sep,A,1.797,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,1,0.944,0.9924,1.0,0.9848,6,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,44,0.05,A2_minus_necessity,A,1.797,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,1,0.944,0.9924,1.0,0.9848,6,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,44,0.05,A3_minus_adaptive_rank,A,1.797,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,1,0.944,0.9924,1.0,0.9848,6,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,44,0.05,A4_minus_tau,A,1.797,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,1,0.944,0.9924,1.0,0.9848,6,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,44,0.05,A5_full,A,1.797,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,1,0.944,0.9924,1.0,0.9848,6,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,44,0.05,R1_rank1,R,1.797,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,1,0.944,0.9924,1.0,0.9848,6,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,44,0.05,R2_rank2,R,1.797,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,2,0.944,0.9559,1.0,0.9155,11,5,0.002914
tabula_lung_endo,endothelial cell of lymphatic vessel,44,0.05,R3_rank3,R,1.797,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,3,0.944,0.8125,1.0,0.6842,35,29,0.0169
tabula_lung_endo,endothelial cell of lymphatic vessel,44,0.05,R_adaptive,R,1.797,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,1,0.944,0.9924,1.0,0.9848,6,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,44,0.10,A0_baseline,A,1.6894,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,0,0.9692,0.9692,0.9692,0.9692,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,44,0.10,A1_minus_sep,A,1.6894,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,True,0,0.9692,0.9692,0.9692,0.9692,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,44,0.10,A2_minus_necessity,A,1.6894,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,1,0.9692,0.9848,1.0,0.9701,2,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,44,0.10,A3_minus_adaptive_rank,A,1.6894,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,True,0,0.9692,0.9692,0.9692,0.9692,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,44,0.10,A4_minus_tau,A,1.6894,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,True,0,0.9692,0.9692,0.9692,0.9692,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,44,0.10,A5_full,A,1.6894,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,True,0,0.9692,0.9692,0.9692,0.9692,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,44,0.10,R1_rank1,R,1.6894,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,True,0,0.9692,0.9692,0.9692,0.9692,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,44,0.10,R2_rank2,R,1.6894,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,True,0,0.9692,0.9692,0.9692,0.9692,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,44,0.10,R3_rank3,R,1.6894,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,True,0,0.9692,0.9692,0.9692,0.9692,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,44,0.10,R_adaptive,R,1.6894,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,True,0,0.9692,0.9692,0.9692,0.9692,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,44,all,A0_baseline,A,1.6533,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,0,0.9692,0.9692,0.9692,0.9692,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,44,all,A1_minus_sep,A,1.6533,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,True,0,0.9692,0.9692,0.9692,0.9692,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,44,all,A2_minus_necessity,A,1.6533,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,False,1,0.9692,0.9701,1.0,0.942,4,2,0.001166
tabula_lung_endo,endothelial cell of lymphatic vessel,44,all,A3_minus_adaptive_rank,A,1.6533,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,True,0,0.9692,0.9692,0.9692,0.9692,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,44,all,A4_minus_tau,A,1.6533,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,True,0,0.9692,0.9692,0.9692,0.9692,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,44,all,A5_full,A,1.6533,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,True,0,0.9692,0.9692,0.9692,0.9692,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,44,all,R1_rank1,R,1.6533,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,True,0,0.9692,0.9692,0.9692,0.9692,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,44,all,R2_rank2,R,1.6533,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,True,0,0.9692,0.9692,0.9692,0.9692,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,44,all,R3_rank3,R,1.6533,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,True,0,0.9692,0.9692,0.9692,0.9692,0,0,0.0
tabula_lung_endo,endothelial cell of lymphatic vessel,44,all,R_adaptive,R,1.6533,da9ffbdf489ba7b0,7a90a01,4cd424fc70f7,True,0,0.9692,0.9692,0.9692,0.9692,0,0,0.0
tabula_sapiens_stomach,mast cell,42,0.01,A0_baseline,A,1.7794,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,0,0.5455,0.5455,0.375,1.0,0,0,0.0
tabula_sapiens_stomach,mast cell,42,0.01,A1_minus_sep,A,1.7794,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,2,0.5455,0.7451,0.5938,1.0,7,0,0.0
tabula_sapiens_stomach,mast cell,42,0.01,A2_minus_necessity,A,1.7794,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,2,0.5455,0.7451,0.5938,1.0,7,0,0.0
tabula_sapiens_stomach,mast cell,42,0.01,A3_minus_adaptive_rank,A,1.7794,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,1,0.5455,0.6383,0.4688,1.0,3,0,0.0
tabula_sapiens_stomach,mast cell,42,0.01,A4_minus_tau,A,1.7794,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,2,0.5455,0.7451,0.5938,1.0,7,0,0.0
tabula_sapiens_stomach,mast cell,42,0.01,A5_full,A,1.7794,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,2,0.5455,0.7451,0.5938,1.0,7,0,0.0
tabula_sapiens_stomach,mast cell,42,0.01,R1_rank1,R,1.7794,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,1,0.5455,0.6383,0.4688,1.0,3,0,0.0
tabula_sapiens_stomach,mast cell,42,0.01,R2_rank2,R,1.7794,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,2,0.5455,0.7451,0.5938,1.0,7,0,0.0
tabula_sapiens_stomach,mast cell,42,0.01,R3_rank3,R,1.7794,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,3,0.5455,0.7308,0.5938,0.95,8,1,0.000105
tabula_sapiens_stomach,mast cell,42,0.01,R_adaptive,R,1.7794,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,2,0.5455,0.7451,0.5938,1.0,7,0,0.0
tabula_sapiens_stomach,mast cell,42,0.05,A0_baseline,A,1.7794,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,0,0.5455,0.5455,0.375,1.0,0,0,0.0
tabula_sapiens_stomach,mast cell,42,0.05,A1_minus_sep,A,1.7794,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,2,0.5455,0.7451,0.5938,1.0,7,0,0.0
tabula_sapiens_stomach,mast cell,42,0.05,A2_minus_necessity,A,1.7794,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,2,0.5455,0.7451,0.5938,1.0,7,0,0.0
tabula_sapiens_stomach,mast cell,42,0.05,A3_minus_adaptive_rank,A,1.7794,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,1,0.5455,0.6383,0.4688,1.0,3,0,0.0
tabula_sapiens_stomach,mast cell,42,0.05,A4_minus_tau,A,1.7794,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,2,0.5455,0.7451,0.5938,1.0,7,0,0.0
tabula_sapiens_stomach,mast cell,42,0.05,A5_full,A,1.7794,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,2,0.5455,0.7451,0.5938,1.0,7,0,0.0
tabula_sapiens_stomach,mast cell,42,0.05,R1_rank1,R,1.7794,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,1,0.5455,0.6383,0.4688,1.0,3,0,0.0
tabula_sapiens_stomach,mast cell,42,0.05,R2_rank2,R,1.7794,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,2,0.5455,0.7451,0.5938,1.0,7,0,0.0
tabula_sapiens_stomach,mast cell,42,0.05,R3_rank3,R,1.7794,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,3,0.5455,0.7308,0.5938,0.95,8,1,0.000105
tabula_sapiens_stomach,mast cell,42,0.05,R_adaptive,R,1.7794,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,2,0.5455,0.7451,0.5938,1.0,7,0,0.0
tabula_sapiens_stomach,mast cell,42,0.10,A0_baseline,A,1.7794,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,0,0.5455,0.5455,0.375,1.0,0,0,0.0
tabula_sapiens_stomach,mast cell,42,0.10,A1_minus_sep,A,1.7794,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,2,0.5455,0.7451,0.5938,1.0,7,0,0.0
tabula_sapiens_stomach,mast cell,42,0.10,A2_minus_necessity,A,1.7794,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,2,0.5455,0.7451,0.5938,1.0,7,0,0.0
tabula_sapiens_stomach,mast cell,42,0.10,A3_minus_adaptive_rank,A,1.7794,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,1,0.5455,0.6383,0.4688,1.0,3,0,0.0
tabula_sapiens_stomach,mast cell,42,0.10,A4_minus_tau,A,1.7794,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,2,0.5455,0.7451,0.5938,1.0,7,0,0.0
tabula_sapiens_stomach,mast cell,42,0.10,A5_full,A,1.7794,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,2,0.5455,0.7451,0.5938,1.0,7,0,0.0
tabula_sapiens_stomach,mast cell,42,0.10,R1_rank1,R,1.7794,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,1,0.5455,0.6383,0.4688,1.0,3,0,0.0
tabula_sapiens_stomach,mast cell,42,0.10,R2_rank2,R,1.7794,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,2,0.5455,0.7451,0.5938,1.0,7,0,0.0
tabula_sapiens_stomach,mast cell,42,0.10,R3_rank3,R,1.7794,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,3,0.5455,0.7308,0.5938,0.95,8,1,0.000105
tabula_sapiens_stomach,mast cell,42,0.10,R_adaptive,R,1.7794,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,2,0.5455,0.7451,0.5938,1.0,7,0,0.0
tabula_sapiens_stomach,mast cell,42,all,A0_baseline,A,1.8181,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,0,0.4,0.4,0.25,1.0,0,0,0.0
tabula_sapiens_stomach,mast cell,42,all,A1_minus_sep,A,1.8181,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,2,0.4,0.6939,0.5312,1.0,9,0,0.0
tabula_sapiens_stomach,mast cell,42,all,A2_minus_necessity,A,1.8181,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,2,0.4,0.6939,0.5312,1.0,9,0,0.0
tabula_sapiens_stomach,mast cell,42,all,A3_minus_adaptive_rank,A,1.8181,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,1,0.4,0.6087,0.4375,1.0,6,0,0.0
tabula_sapiens_stomach,mast cell,42,all,A4_minus_tau,A,1.8181,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,2,0.4,0.6939,0.5312,1.0,9,0,0.0
tabula_sapiens_stomach,mast cell,42,all,A5_full,A,1.8181,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,2,0.4,0.6939,0.5312,1.0,9,0,0.0
tabula_sapiens_stomach,mast cell,42,all,R1_rank1,R,1.8181,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,1,0.4,0.6087,0.4375,1.0,6,0,0.0
tabula_sapiens_stomach,mast cell,42,all,R2_rank2,R,1.8181,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,2,0.4,0.6939,0.5312,1.0,9,0,0.0
tabula_sapiens_stomach,mast cell,42,all,R3_rank3,R,1.8181,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,3,0.4,0.7059,0.5625,0.9474,11,1,0.000105
tabula_sapiens_stomach,mast cell,42,all,R_adaptive,R,1.8181,d796289a5b941ac3,legacy_pre_git_sha_recording,63fb5dc76059,False,2,0.4,0.6939,0.5312,1.0,9,0,0.0
tabula_sapiens_stomach,mast cell,43,0.01,A0_baseline,A,2.5124,d796289a5b941ac3,7a90a01,63fb5dc76059,False,0,0.6667,0.6667,0.5312,0.8947,0,0,0.0
tabula_sapiens_stomach,mast cell,43,0.01,A1_minus_sep,A,2.5124,d796289a5b941ac3,7a90a01,63fb5dc76059,False,3,0.6667,0.6923,0.5625,0.9,1,0,0.0
tabula_sapiens_stomach,mast cell,43,0.01,A2_minus_necessity,A,2.5124,d796289a5b941ac3,7a90a01,63fb5dc76059,False,3,0.6667,0.6923,0.5625,0.9,1,0,0.0
tabula_sapiens_stomach,mast cell,43,0.01,A3_minus_adaptive_rank,A,2.5124,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6667,0.6667,0.5312,0.8947,0,0,0.0
tabula_sapiens_stomach,mast cell,43,0.01,A4_minus_tau,A,2.5124,d796289a5b941ac3,7a90a01,63fb5dc76059,False,3,0.6667,0.6923,0.5625,0.9,1,0,0.0
tabula_sapiens_stomach,mast cell,43,0.01,A5_full,A,2.5124,d796289a5b941ac3,7a90a01,63fb5dc76059,False,3,0.6667,0.6923,0.5625,0.9,1,0,0.0
tabula_sapiens_stomach,mast cell,43,0.01,R1_rank1,R,2.5124,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6667,0.6667,0.5312,0.8947,0,0,0.0
tabula_sapiens_stomach,mast cell,43,0.01,R2_rank2,R,2.5124,d796289a5b941ac3,7a90a01,63fb5dc76059,False,2,0.6667,0.6667,0.5312,0.8947,0,0,0.0
tabula_sapiens_stomach,mast cell,43,0.01,R3_rank3,R,2.5124,d796289a5b941ac3,7a90a01,63fb5dc76059,False,3,0.6667,0.6923,0.5625,0.9,1,0,0.0
tabula_sapiens_stomach,mast cell,43,0.01,R_adaptive,R,2.5124,d796289a5b941ac3,7a90a01,63fb5dc76059,False,3,0.6667,0.6923,0.5625,0.9,1,0,0.0
tabula_sapiens_stomach,mast cell,43,0.05,A0_baseline,A,2.5124,d796289a5b941ac3,7a90a01,63fb5dc76059,False,0,0.6667,0.6667,0.5312,0.8947,0,0,0.0
tabula_sapiens_stomach,mast cell,43,0.05,A1_minus_sep,A,2.5124,d796289a5b941ac3,7a90a01,63fb5dc76059,False,3,0.6667,0.6923,0.5625,0.9,1,0,0.0
tabula_sapiens_stomach,mast cell,43,0.05,A2_minus_necessity,A,2.5124,d796289a5b941ac3,7a90a01,63fb5dc76059,False,3,0.6667,0.6923,0.5625,0.9,1,0,0.0
tabula_sapiens_stomach,mast cell,43,0.05,A3_minus_adaptive_rank,A,2.5124,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6667,0.6667,0.5312,0.8947,0,0,0.0
tabula_sapiens_stomach,mast cell,43,0.05,A4_minus_tau,A,2.5124,d796289a5b941ac3,7a90a01,63fb5dc76059,False,3,0.6667,0.6923,0.5625,0.9,1,0,0.0
tabula_sapiens_stomach,mast cell,43,0.05,A5_full,A,2.5124,d796289a5b941ac3,7a90a01,63fb5dc76059,False,3,0.6667,0.6923,0.5625,0.9,1,0,0.0
tabula_sapiens_stomach,mast cell,43,0.05,R1_rank1,R,2.5124,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6667,0.6667,0.5312,0.8947,0,0,0.0
tabula_sapiens_stomach,mast cell,43,0.05,R2_rank2,R,2.5124,d796289a5b941ac3,7a90a01,63fb5dc76059,False,2,0.6667,0.6667,0.5312,0.8947,0,0,0.0
tabula_sapiens_stomach,mast cell,43,0.05,R3_rank3,R,2.5124,d796289a5b941ac3,7a90a01,63fb5dc76059,False,3,0.6667,0.6923,0.5625,0.9,1,0,0.0
tabula_sapiens_stomach,mast cell,43,0.05,R_adaptive,R,2.5124,d796289a5b941ac3,7a90a01,63fb5dc76059,False,3,0.6667,0.6923,0.5625,0.9,1,0,0.0
tabula_sapiens_stomach,mast cell,43,0.10,A0_baseline,A,2.5124,d796289a5b941ac3,7a90a01,63fb5dc76059,False,0,0.6667,0.6667,0.5312,0.8947,0,0,0.0
tabula_sapiens_stomach,mast cell,43,0.10,A1_minus_sep,A,2.5124,d796289a5b941ac3,7a90a01,63fb5dc76059,False,3,0.6667,0.6923,0.5625,0.9,1,0,0.0
tabula_sapiens_stomach,mast cell,43,0.10,A2_minus_necessity,A,2.5124,d796289a5b941ac3,7a90a01,63fb5dc76059,False,3,0.6667,0.6923,0.5625,0.9,1,0,0.0
tabula_sapiens_stomach,mast cell,43,0.10,A3_minus_adaptive_rank,A,2.5124,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6667,0.6667,0.5312,0.8947,0,0,0.0
tabula_sapiens_stomach,mast cell,43,0.10,A4_minus_tau,A,2.5124,d796289a5b941ac3,7a90a01,63fb5dc76059,False,3,0.6667,0.6923,0.5625,0.9,1,0,0.0
tabula_sapiens_stomach,mast cell,43,0.10,A5_full,A,2.5124,d796289a5b941ac3,7a90a01,63fb5dc76059,False,3,0.6667,0.6923,0.5625,0.9,1,0,0.0
tabula_sapiens_stomach,mast cell,43,0.10,R1_rank1,R,2.5124,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6667,0.6667,0.5312,0.8947,0,0,0.0
tabula_sapiens_stomach,mast cell,43,0.10,R2_rank2,R,2.5124,d796289a5b941ac3,7a90a01,63fb5dc76059,False,2,0.6667,0.6667,0.5312,0.8947,0,0,0.0
tabula_sapiens_stomach,mast cell,43,0.10,R3_rank3,R,2.5124,d796289a5b941ac3,7a90a01,63fb5dc76059,False,3,0.6667,0.6923,0.5625,0.9,1,0,0.0
tabula_sapiens_stomach,mast cell,43,0.10,R_adaptive,R,2.5124,d796289a5b941ac3,7a90a01,63fb5dc76059,False,3,0.6667,0.6923,0.5625,0.9,1,0,0.0
tabula_sapiens_stomach,mast cell,43,all,A0_baseline,A,1.7546,d796289a5b941ac3,7a90a01,63fb5dc76059,False,0,0.6667,0.6667,0.5,1.0,0,0,0.0
tabula_sapiens_stomach,mast cell,43,all,A1_minus_sep,A,1.7546,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6667,0.72,0.5625,1.0,2,0,0.0
tabula_sapiens_stomach,mast cell,43,all,A2_minus_necessity,A,1.7546,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6667,0.72,0.5625,1.0,2,0,0.0
tabula_sapiens_stomach,mast cell,43,all,A3_minus_adaptive_rank,A,1.7546,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6667,0.72,0.5625,1.0,2,0,0.0
tabula_sapiens_stomach,mast cell,43,all,A4_minus_tau,A,1.7546,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6667,0.72,0.5625,1.0,2,0,0.0
tabula_sapiens_stomach,mast cell,43,all,A5_full,A,1.7546,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6667,0.72,0.5625,1.0,2,0,0.0
tabula_sapiens_stomach,mast cell,43,all,R1_rank1,R,1.7546,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6667,0.72,0.5625,1.0,2,0,0.0
tabula_sapiens_stomach,mast cell,43,all,R2_rank2,R,1.7546,d796289a5b941ac3,7a90a01,63fb5dc76059,False,2,0.6667,0.72,0.5625,1.0,2,0,0.0
tabula_sapiens_stomach,mast cell,43,all,R3_rank3,R,1.7546,d796289a5b941ac3,7a90a01,63fb5dc76059,False,3,0.6667,0.7451,0.5938,1.0,3,0,0.0
tabula_sapiens_stomach,mast cell,43,all,R_adaptive,R,1.7546,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6667,0.72,0.5625,1.0,2,0,0.0
tabula_sapiens_stomach,mast cell,44,0.01,A0_baseline,A,1.8939,d796289a5b941ac3,7a90a01,63fb5dc76059,False,0,0.6087,0.6087,0.4375,1.0,0,0,0.0
tabula_sapiens_stomach,mast cell,44,0.01,A1_minus_sep,A,1.8939,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6087,0.72,0.5625,1.0,4,0,0.0
tabula_sapiens_stomach,mast cell,44,0.01,A2_minus_necessity,A,1.8939,d796289a5b941ac3,7a90a01,63fb5dc76059,False,1,0.6087,0.72,0.5625,1.0,4,0,0.0
