dataset,seed,rare_train_size,primary_group,metric,n,median,q25,q75
mouse_pancreas_tms_10x,42,all,baseline_correct_rare,rare_rank,67,1.0,1.0,1.0
mouse_pancreas_tms_10x,42,all,unrescued_rare,rare_rank,4,2.0,1.75,2.0
mouse_pancreas_tms_10x,43,0.01,non_target,rare_rank,864,5.0,4.0,5.0
mouse_pancreas_tms_10x,43,0.01,unrescued_rare,rare_rank,44,1.0,1.0,1.0
mouse_pancreas_tms_10x,43,0.01,baseline_correct_rare,rare_rank,27,1.0,1.0,1.0
mouse_pancreas_tms_10x,43,0.05,non_target,rare_rank,864,3.0,3.0,4.0
mouse_pancreas_tms_10x,43,0.05,unrescued_rare,rare_rank,20,1.0,1.0,2.0
mouse_pancreas_tms_10x,43,0.05,baseline_correct_rare,rare_rank,51,1.0,1.0,1.0
mouse_pancreas_tms_10x,43,0.10,non_target,rare_rank,864,3.0,3.0,4.0
mouse_pancreas_tms_10x,43,0.10,baseline_correct_rare,rare_rank,61,1.0,1.0,1.0
mouse_pancreas_tms_10x,43,0.10,unrescued_rare,rare_rank,10,1.5,1.0,2.0
mouse_pancreas_tms_10x,43,all,non_target,rare_rank,864,3.0,3.0,4.0
mouse_pancreas_tms_10x,43,all,baseline_correct_rare,rare_rank,67,1.0,1.0,1.0
mouse_pancreas_tms_10x,43,all,unrescued_rare,rare_rank,4,1.5,1.0,2.25
mouse_pancreas_tms_10x,44,0.01,non_target,rare_rank,864,3.0,2.0,4.0
mouse_pancreas_tms_10x,44,0.01,unrescued_rare,rare_rank,32,1.0,1.0,1.0
mouse_pancreas_tms_10x,44,0.01,baseline_correct_rare,rare_rank,39,1.0,1.0,1.0
mouse_pancreas_tms_10x,44,0.05,non_target,rare_rank,864,3.0,2.0,4.0
mouse_pancreas_tms_10x,44,0.05,unrescued_rare,rare_rank,12,1.0,1.0,1.25
mouse_pancreas_tms_10x,44,0.05,baseline_correct_rare,rare_rank,59,1.0,1.0,1.0
mouse_pancreas_tms_10x,44,0.10,non_target,rare_rank,864,4.0,3.0,5.0
mouse_pancreas_tms_10x,44,0.10,baseline_correct_rare,rare_rank,61,1.0,1.0,1.0
mouse_pancreas_tms_10x,44,0.10,unrescued_rare,rare_rank,10,2.0,1.25,2.0
mouse_pancreas_tms_10x,44,all,non_target,rare_rank,864,3.0,2.0,4.0
mouse_pancreas_tms_10x,44,all,baseline_correct_rare,rare_rank,67,1.0,1.0,1.0
mouse_pancreas_tms_10x,44,all,unrescued_rare,rare_rank,4,1.0,1.0,1.25
immune_dc,42,0.01,non_target,rare_standardized_distance,6004,2.9640893306188394,2.735259999088852,3.2310241889559133
immune_dc,42,0.01,true_rescued_rare,rare_standardized_distance,107,1.8508681534403657,1.638596141072098,2.0336613348882002
immune_dc,42,0.01,unrescued_rare,rare_standardized_distance,23,2.215760983762991,1.9667749759163269,2.3927738733415183
immune_dc,42,0.05,non_target,rare_standardized_distance,6004,2.4935270347794942,2.292091549025139,2.7111590512416615
immune_dc,42,0.05,baseline_correct_rare,rare_standardized_distance,94,0.9712843319113648,0.8231703585542055,1.1111550745695065
immune_dc,42,0.05,unrescued_rare,rare_standardized_distance,13,1.771934823881054,1.5680660333007521,1.9816004595662884
immune_dc,42,0.05,true_rescued_rare,rare_standardized_distance,23,1.3118563145270232,1.197599883456482,1.4220634850253613
immune_dc,42,0.10,non_target,rare_standardized_distance,6004,2.572989508556611,2.37278037290303,2.787979687484663
immune_dc,42,0.10,baseline_correct_rare,rare_standardized_distance,103,1.0479490826521853,0.8854611205521707,1.2180406464040154
immune_dc,42,0.10,unrescued_rare,rare_standardized_distance,15,1.8373215417857431,1.6928259773623267,2.1370112397220717
immune_dc,42,0.10,true_rescued_rare,rare_standardized_distance,12,1.405944045779877,1.3738920548735196,1.5349602198338732
immune_dc,42,all,non_target,rare_standardized_distance,6004,2.3329723381701717,2.145506995196775,2.542174207477131
immune_dc,42,all,baseline_correct_rare,rare_standardized_distance,117,0.9256681566682096,0.76477103027957,1.0726792784216956
immune_dc,42,all,unrescued_rare,rare_standardized_distance,9,1.680340547079834,1.532329941803407,1.8356522613405393
immune_dc,42,all,true_rescued_rare,rare_standardized_distance,4,1.3292590221434013,1.3059329412677743,1.4909478395992701
immune_dc,43,0.01,non_target,rare_standardized_distance,6004,3.4046403654259203,3.112488875968177,3.7149464760486572
immune_dc,43,0.01,true_rescued_rare,rare_standardized_distance,114,1.6648156750969032,1.4975785121941683,1.859762095923658
immune_dc,43,0.01,unrescued_rare,rare_standardized_distance,16,2.414471654270637,2.293681999382207,2.6084229941465176
immune_dc,43,0.05,non_target,rare_standardized_distance,6004,2.804320778386333,2.589038885253134,3.0543071796322634
immune_dc,43,0.05,baseline_correct_rare,rare_standardized_distance,105,1.0524023659246176,0.9250972538846042,1.2544095579703383
immune_dc,43,0.05,unrescued_rare,rare_standardized_distance,13,1.8539632113575137,1.7117034627424903,2.2297500561767087
immune_dc,43,0.05,true_rescued_rare,rare_standardized_distance,12,1.534662023232909,1.4865641376843683,1.640859998707997
immune_dc,43,0.10,non_target,rare_standardized_distance,6004,2.2187197957152494,2.0533024921785374,2.4057088112644838
immune_dc,43,0.10,baseline_correct_rare,rare_standardized_distance,113,0.8702825221357617,0.7586436483737418,1.0101209035550551
immune_dc,43,0.10,unrescued_rare,rare_standardized_distance,9,1.6533228747193953,1.405047518384018,1.6972959657380422
immune_dc,43,0.10,true_rescued_rare,rare_standardized_distance,8,1.2131001485211792,1.1748905486955161,1.3351061505474926
immune_dc,43,all,non_target,rare_standardized_distance,6004,2.4564459932968497,2.2665747288125804,2.661348147169203
immune_dc,43,all,baseline_correct_rare,rare_standardized_distance,119,0.8888725371443055,0.7724394013218923,1.0884263674588266
immune_dc,43,all,unrescued_rare,rare_standardized_distance,9,1.5354119331176308,1.4245641215563611,1.8253828077305485
immune_dc,43,all,true_rescued_rare,rare_standardized_distance,2,1.7501101721653787,1.6317376280143208,1.8684827163164368
immune_dc,44,0.01,non_target,rare_standardized_distance,6004,3.1631462308005647,2.9203537354862665,3.4432899483352792
immune_dc,44,0.01,true_rescued_rare,rare_standardized_distance,117,1.707503932691878,1.5222605413140229,1.908523384989624
immune_dc,44,0.01,unrescued_rare,rare_standardized_distance,13,2.406760650433772,2.1457146415187385,2.495197397988061
immune_dc,44,0.05,non_target,rare_standardized_distance,6004,2.680024277950815,2.469671979474871,2.9183957581874105
immune_dc,44,0.05,baseline_correct_rare,rare_standardized_distance,103,1.1061007875023636,0.9218589187016026,1.2739451835266329
immune_dc,44,0.05,unrescued_rare,rare_standardized_distance,10,1.8169212614950325,1.656352325231976,2.1635796206951796
immune_dc,44,0.05,true_rescued_rare,rare_standardized_distance,17,1.439526390259163,1.3952776643767006,1.5016664051627702
immune_dc,44,0.10,non_target,rare_standardized_distance,6004,2.664844885753884,2.4582008987748813,2.895653432758486
immune_dc,44,0.10,baseline_correct_rare,rare_standardized_distance,111,0.9830022927567427,0.8470078665354323,1.1500096800652542
immune_dc,44,0.10,unrescued_rare,rare_standardized_distance,9,1.8721125146089463,1.7952514214839,2.2614235024395524
immune_dc,44,0.10,true_rescued_rare,rare_standardized_distance,10,1.5422298687047165,1.431061942895528,1.5974269409884616
immune_dc,44,all,non_target,rare_standardized_distance,6004,2.316828466116131,2.132807477116873,2.534102866828791
immune_dc,44,all,baseline_correct_rare,rare_standardized_distance,120,0.911775619874936,0.7756110997026469,1.0586935308673384
immune_dc,44,all,unrescued_rare,rare_standardized_distance,8,1.599272507753192,1.511119094138401,1.8335895989726427
immune_dc,44,all,true_rescued_rare,rare_standardized_distance,2,1.227952701415465,1.2211522851568608,1.2347531176740694
pancreas_baron,42,0.01,non_target,rare_standardized_distance,1638,2.016088181608913,1.875843536925342,2.291081971525923
pancreas_baron,42,0.01,unrescued_rare,rare_standardized_distance,21,1.5877767490405086,1.4810176647622735,1.6542954119567468
pancreas_baron,42,0.01,true_rescued_rare,rare_standardized_distance,54,1.3564989041454112,1.2511263954288232,1.4462728269703957
pancreas_baron,42,0.01,baseline_correct_rare,rare_standardized_distance,11,1.3699932540331252,1.279100629233192,1.4306862273402952
pancreas_baron,42,0.05,non_target,rare_standardized_distance,1638,2.016088181608913,1.875843536925342,2.291081971525923
pancreas_baron,42,0.05,unrescued_rare,rare_standardized_distance,21,1.5877767490405086,1.4810176647622735,1.6542954119567468
pancreas_baron,42,0.05,true_rescued_rare,rare_standardized_distance,54,1.3564989041454112,1.2511263954288232,1.4462728269703957
pancreas_baron,42,0.05,baseline_correct_rare,rare_standardized_distance,11,1.3699932540331252,1.279100629233192,1.4306862273402952
pancreas_baron,42,0.10,non_target,rare_standardized_distance,1638,2.0131350905185803,1.8675259704566862,2.27587705616069
pancreas_baron,42,0.10,unrescued_rare,rare_standardized_distance,24,1.5459635127026652,1.4786368047004466,1.666808660405845
pancreas_baron,42,0.10,baseline_correct_rare,rare_standardized_distance,57,1.2949841983974892,1.201250492507887,1.4586813935992335
pancreas_baron,42,0.10,true_rescued_rare,rare_standardized_distance,5,1.375153065962807,1.329761715428089,1.528426685280623
pancreas_baron,42,all,non_target,rare_standardized_distance,1638,1.8096992125038165,1.6172572045180214,2.1959738144134704
pancreas_baron,42,all,baseline_correct_rare,rare_standardized_distance,80,1.135742222511706,1.0104504596853345,1.4006796060445479
pancreas_baron,42,all,unrescued_rare,rare_standardized_distance,6,1.412809668587078,1.3227681446754875,1.5044279386159503
pancreas_baron,43,0.01,non_target,rare_standardized_distance,1638,1.7982788037892221,1.634445775084309,2.1109015303186145
pancreas_baron,43,0.01,unrescued_rare,rare_standardized_distance,74,1.2984518142852304,1.129852035924762,1.511059536505421
pancreas_baron,43,0.01,baseline_correct_rare,rare_standardized_distance,12,1.1908842094249474,1.0178581391323351,1.3190764358704445
pancreas_baron,43,0.05,non_target,rare_standardized_distance,1638,1.7982788037892221,1.634445775084309,2.1109015303186145
pancreas_baron,43,0.05,unrescued_rare,rare_standardized_distance,74,1.2984518142852304,1.129852035924762,1.511059536505421
pancreas_baron,43,0.05,baseline_correct_rare,rare_standardized_distance,12,1.1908842094249474,1.0178581391323351,1.3190764358704445
pancreas_baron,43,0.10,non_target,rare_standardized_distance,1638,2.4018473303325236,2.1194399794383876,2.9393352969113846
pancreas_baron,43,0.10,baseline_correct_rare,rare_standardized_distance,57,1.7323166596626427,1.4873785848936236,2.0292037524905093
pancreas_baron,43,0.10,unrescued_rare,rare_standardized_distance,18,2.265082037126354,1.7979395601730959,2.494771477062485
pancreas_baron,43,0.10,true_rescued_rare,rare_standardized_distance,11,1.6209134373266667,1.523978965791741,1.668907172608731
pancreas_baron,43,all,non_target,rare_standardized_distance,1638,1.7001307475092489,1.539801784338545,2.09984619446153
pancreas_baron,43,all,baseline_correct_rare,rare_standardized_distance,77,1.1187379776979463,0.9678561669043484,1.2945743548241408
pancreas_baron,43,all,unrescued_rare,rare_standardized_distance,9,1.392945035880984,1.2284460208818822,1.5522656814989368
pancreas_baron,44,0.01,non_target,rare_standardized_distance,1638,2.1059033922568924,1.8345266522098802,2.5967407442171497
pancreas_baron,44,0.01,unrescued_rare,rare_standardized_distance,42,1.364709102430627,1.1701654023336445,1.5971334409792384
pancreas_baron,44,0.01,baseline_correct_rare,rare_standardized_distance,44,1.1944652364968562,1.0097158633478587,1.395875915224615
pancreas_baron,44,0.05,non_target,rare_standardized_distance,1638,2.1059033922568924,1.8345266522098802,2.5967407442171497
pancreas_baron,44,0.05,unrescued_rare,rare_standardized_distance,42,1.364709102430627,1.1701654023336445,1.5971334409792384
pancreas_baron,44,0.05,baseline_correct_rare,rare_standardized_distance,44,1.1944652364968562,1.0097158633478587,1.395875915224615
pancreas_baron,44,0.10,non_target,rare_standardized_distance,1638,1.8710031919247745,1.6785518911230604,2.2687037548298497
pancreas_baron,44,0.10,baseline_correct_rare,rare_standardized_distance,71,1.1042392548661735,1.0178113613748367,1.2206056571077344
pancreas_baron,44,0.10,unrescued_rare,rare_standardized_distance,15,1.4093101899130893,1.3125511831716128,1.4575221943229035
pancreas_baron,44,all,non_target,rare_standardized_distance,1638,1.768171719638864,1.5339326546731689,2.171881301770741
pancreas_baron,44,all,baseline_correct_rare,rare_standardized_distance,74,1.1610787318478288,0.9747310502915498,1.3611241697683527
pancreas_baron,44,all,unrescued_rare,rare_standardized_distance,12,1.3479694450235253,1.292473917530605,1.3978391461894004
pancreas_integrated,42,0.01,non_target,rare_standardized_distance,1701,2.051995632902767,1.946226064238305,2.1567699090967722
pancreas_integrated,42,0.01,baseline_correct_rare,rare_standardized_distance,23,0.9152770960052785,0.8505503758168211,1.043426930216897
pancreas_integrated,42,0.05,non_target,rare_standardized_distance,1701,2.0198625486831703,1.906732162831722,2.123248902380418
pancreas_integrated,42,0.05,baseline_correct_rare,rare_standardized_distance,23,0.8123019792843709,0.7313247167264714,0.9529274867323748
pancreas_integrated,42,0.10,non_target,rare_standardized_distance,1701,1.8776828633254279,1.790062815040865,1.970260151662064
pancreas_integrated,42,0.10,baseline_correct_rare,rare_standardized_distance,23,0.8198835421977889,0.7277333642019678,0.9353504152737984
pancreas_integrated,42,all,non_target,rare_standardized_distance,1701,1.934881758279414,1.8379643554387728,2.0282066339638245
pancreas_integrated,42,all,baseline_correct_rare,rare_standardized_distance,23,0.7819149768924022,0.7019497788574738,0.9255938414384974
pancreas_integrated,43,0.01,non_target,rare_standardized_distance,1701,3.4224808355085385,3.21115123664971,3.644297376000212
pancreas_integrated,43,0.01,baseline_correct_rare,rare_standardized_distance,23,1.4555797065826492,1.3338877077746005,1.6602479531323189
pancreas_integrated,43,0.05,non_target,rare_standardized_distance,1701,2.2219236130578444,2.0729187048346676,2.3586112637697934
pancreas_integrated,43,0.05,baseline_correct_rare,rare_standardized_distance,23,1.0150277862731718,0.9412721464869156,1.090960260438184
pancreas_integrated,43,0.10,non_target,rare_standardized_distance,1701,1.7911549827760704,1.6907563054686003,1.8867215525284093
pancreas_integrated,43,0.10,baseline_correct_rare,rare_standardized_distance,23,0.9156548951447064,0.8260899036177998,0.974918980033072
pancreas_integrated,43,all,non_target,rare_standardized_distance,1701,2.0123869727383576,1.8884101636308557,2.138143099561812
pancreas_integrated,43,all,baseline_correct_rare,rare_standardized_distance,23,0.8619633941875969,0.7953935579678366,0.958576212655488
pancreas_integrated,44,0.01,non_target,rare_standardized_distance,1701,2.0916444043717313,1.9774174079454723,2.203547220677068
pancreas_integrated,44,0.01,true_rescued_rare,rare_standardized_distance,23,0.9528986155839653,0.8349210604949188,1.0849115058135466
pancreas_integrated,44,0.05,non_target,rare_standardized_distance,1701,2.03470429038432,1.9317718155432564,2.1370604898203402
pancreas_integrated,44,0.05,baseline_correct_rare,rare_standardized_distance,23,0.8876986851125213,0.7939867618264552,0.9925758016116499
pancreas_integrated,44,0.10,non_target,rare_standardized_distance,1701,2.3437349623063204,2.234042600407051,2.4452724303225204
pancreas_integrated,44,0.10,baseline_correct_rare,rare_standardized_distance,23,0.9515901153546257,0.8676409864728521,1.0707148943325815
pancreas_integrated,44,all,non_target,rare_standardized_distance,1701,2.0705682290905356,1.9600496992040088,2.168763977016589
pancreas_integrated,44,all,baseline_correct_rare,rare_standardized_distance,23,0.7872739824337396,0.7307720822914875,0.9228729030639067
tabula_lung_endo,42,0.01,non_target,rare_standardized_distance,1716,3.081333731565552,2.867103368108463,3.2917239289054603
tabula_lung_endo,42,0.01,true_rescued_rare,rare_standardized_distance,65,1.8254741121412508,1.5862550646050368,2.2060727580154325
tabula_lung_endo,42,0.05,non_target,rare_standardized_distance,1716,2.370648386979458,2.229141127541622,2.521937291169509
tabula_lung_endo,42,0.05,true_rescued_rare,rare_standardized_distance,32,1.238694882432973,1.0984684938719516,1.4703982825247706
tabula_lung_endo,42,0.05,baseline_correct_rare,rare_standardized_distance,33,1.1185518897254183,0.9021652747978932,1.3235596365087945
tabula_lung_endo,42,0.10,non_target,rare_standardized_distance,1716,2.32784557889529,2.18423850321871,2.474683576677295
tabula_lung_endo,42,0.10,baseline_correct_rare,rare_standardized_distance,64,1.1008111005457764,0.9509087753948037,1.3971103959536118
tabula_lung_endo,42,0.10,unrescued_rare,rare_standardized_distance,1,2.3074637975903447,2.3074637975903447,2.3074637975903447
tabula_lung_endo,42,all,non_target,rare_standardized_distance,1716,2.2622244329915504,2.1320749172026274,2.4108501300963194
tabula_lung_endo,42,all,baseline_correct_rare,rare_standardized_distance,65,0.9880405130606249,0.8606324459333112,1.308628257845238
tabula_lung_endo,43,0.01,non_target,rare_standardized_distance,1716,3.2885310396197713,3.105461771317036,3.5072275226227347
tabula_lung_endo,43,0.01,true_rescued_rare,rare_standardized_distance,56,1.7815562518122676,1.583353878779261,2.1670375390421057
tabula_lung_endo,43,0.01,baseline_correct_rare,rare_standardized_distance,7,1.269137981668711,1.0248755186994367,1.551613381303007
tabula_lung_endo,43,0.01,unrescued_rare,rare_standardized_distance,2,3.1186372223773735,3.104872964315324,3.132401480439423
tabula_lung_endo,43,0.05,non_target,rare_standardized_distance,1716,2.263359562030761,2.1128491696292953,2.429014825582115
tabula_lung_endo,43,0.05,baseline_correct_rare,rare_standardized_distance,60,1.1397535863158819,1.0030605348438133,1.4373389954088058
tabula_lung_endo,43,0.05,true_rescued_rare,rare_standardized_distance,5,1.4198862801891132,1.3955417056948016,2.003055431825953
tabula_lung_endo,43,0.10,non_target,rare_standardized_distance,1716,2.6703697853049775,2.4907802124393146,2.8641239772734934
tabula_lung_endo,43,0.10,baseline_correct_rare,rare_standardized_distance,63,1.396914985021762,1.1026159328576006,1.6514481072145464
tabula_lung_endo,43,0.10,unrescued_rare,rare_standardized_distance,2,2.4935500737758387,2.4667691083857806,2.5203310391658973
tabula_lung_endo,43,all,non_target,rare_standardized_distance,1716,2.1308462885534665,1.9931431926821284,2.29042200364427
tabula_lung_endo,43,all,baseline_correct_rare,rare_standardized_distance,65,1.083442332269022,0.9210175384126593,1.3449843647361326
tabula_lung_endo,44,0.01,non_target,rare_standardized_distance,1716,2.560102131272961,2.416685309282637,2.7019412248134573
tabula_lung_endo,44,0.01,true_rescued_rare,rare_standardized_distance,23,1.8091671540166099,1.528539031894662,2.2028140686177404
tabula_lung_endo,44,0.01,baseline_correct_rare,rare_standardized_distance,40,1.254649567855072,1.0995642443608868,1.4933438407508521
tabula_lung_endo,44,0.01,unrescued_rare,rare_standardized_distance,2,2.7091487078044016,2.6595644956062214,2.7587329200025814
tabula_lung_endo,44,0.05,non_target,rare_standardized_distance,1716,2.2353113927380965,2.1143586154672747,2.3576192445701416
tabula_lung_endo,44,0.05,baseline_correct_rare,rare_standardized_distance,59,1.1064412783158022,0.9445534367376709,1.3865029373082272
tabula_lung_endo,44,0.05,true_rescued_rare,rare_standardized_distance,6,2.1259268461921876,1.9653563838256862,2.1518395153975067
tabula_lung_endo,44,0.10,non_target,rare_standardized_distance,1716,2.3260784166143322,2.198128424347918,2.4675387054766964
tabula_lung_endo,44,0.10,baseline_correct_rare,rare_standardized_distance,63,1.1073652170368684,0.9718594182208732,1.438665108375782
tabula_lung_endo,44,0.10,unrescued_rare,rare_standardized_distance,2,2.378514152416537,2.305672105063987,2.451356199769088
tabula_lung_endo,44,all,non_target,rare_standardized_distance,1716,2.1811143855143884,2.0691719731078155,2.3044486417637904
tabula_lung_endo,44,all,baseline_correct_rare,rare_standardized_distance,63,1.0261803730254255,0.8853279090670374,1.3499192967766296
tabula_lung_endo,44,all,unrescued_rare,rare_standardized_distance,2,2.1550677371728275,2.1056185627027633,2.2045169116428918
tabula_sapiens_stomach,42,0.01,non_target,rare_standardized_distance,9543,2.890100141737828,2.754638849371778,3.0333925212290334
tabula_sapiens_stomach,42,0.01,baseline_correct_rare,rare_standardized_distance,12,1.5929178154526722,1.4248337897388383,1.7110284811070509
tabula_sapiens_stomach,42,0.01,unrescued_rare,rare_standardized_distance,13,2.556770459874562,2.097602078822394,2.714892130391325
tabula_sapiens_stomach,42,0.01,true_rescued_rare,rare_standardized_distance,7,2.0753861931577506,2.071601753289343,2.2596751988961197
tabula_sapiens_stomach,42,0.05,non_target,rare_standardized_distance,9543,2.890100141737828,2.754638849371778,3.0333925212290334
tabula_sapiens_stomach,42,0.05,baseline_correct_rare,rare_standardized_distance,12,1.5929178154526722,1.4248337897388383,1.7110284811070509
tabula_sapiens_stomach,42,0.05,unrescued_rare,rare_standardized_distance,13,2.556770459874562,2.097602078822394,2.714892130391325
tabula_sapiens_stomach,42,0.05,true_rescued_rare,rare_standardized_distance,7,2.0753861931577506,2.071601753289343,2.2596751988961197
tabula_sapiens_stomach,42,0.10,non_target,rare_standardized_distance,9543,2.890100141737828,2.754638849371778,3.0333925212290334
tabula_sapiens_stomach,42,0.10,baseline_correct_rare,rare_standardized_distance,12,1.5929178154526722,1.4248337897388383,1.7110284811070509
tabula_sapiens_stomach,42,0.10,unrescued_rare,rare_standardized_distance,13,2.556770459874562,2.097602078822394,2.714892130391325
tabula_sapiens_stomach,42,0.10,true_rescued_rare,rare_standardized_distance,7,2.0753861931577506,2.071601753289343,2.2596751988961197
tabula_sapiens_stomach,42,all,non_target,rare_standardized_distance,9543,2.6855555833426625,2.556856290474372,2.8212978459498146
tabula_sapiens_stomach,42,all,true_rescued_rare,rare_standardized_distance,9,1.8606224732273127,1.6828631950810717,1.9388896934271056
tabula_sapiens_stomach,42,all,unrescued_rare,rare_standardized_distance,15,2.4284213776951202,1.9855128025815727,2.590679940105203
tabula_sapiens_stomach,42,all,baseline_correct_rare,rare_standardized_distance,8,1.362704641657262,1.2163842007821382,1.5027239685130418
tabula_sapiens_stomach,43,0.01,non_target,rare_standardized_distance,9543,4.048545562965036,3.880688256673914,4.206731496751748
tabula_sapiens_stomach,43,0.01,baseline_correct_rare,rare_standardized_distance,17,2.422573303238864,1.9850076247695163,2.5975422197408546
tabula_sapiens_stomach,43,0.01,unrescued_rare,rare_standardized_distance,14,3.6814032533079626,2.892744858965031,3.8089284419216094
tabula_sapiens_stomach,43,0.01,true_rescued_rare,rare_standardized_distance,1,2.9605612539912634,2.9605612539912634,2.9605612539912634
tabula_sapiens_stomach,43,0.05,non_target,rare_standardized_distance,9543,4.048545562965036,3.880688256673914,4.206731496751748
tabula_sapiens_stomach,43,0.05,baseline_correct_rare,rare_standardized_distance,17,2.422573303238864,1.9850076247695163,2.5975422197408546
tabula_sapiens_stomach,43,0.05,unrescued_rare,rare_standardized_distance,14,3.6814032533079626,2.892744858965031,3.8089284419216094
tabula_sapiens_stomach,43,0.05,true_rescued_rare,rare_standardized_distance,1,2.9605612539912634,2.9605612539912634,2.9605612539912634
tabula_sapiens_stomach,43,0.10,non_target,rare_standardized_distance,9543,4.048545562965036,3.880688256673914,4.206731496751748
tabula_sapiens_stomach,43,0.10,baseline_correct_rare,rare_standardized_distance,17,2.422573303238864,1.9850076247695163,2.5975422197408546
tabula_sapiens_stomach,43,0.10,unrescued_rare,rare_standardized_distance,14,3.6814032533079626,2.892744858965031,3.8089284419216094
tabula_sapiens_stomach,43,0.10,true_rescued_rare,rare_standardized_distance,1,2.9605612539912634,2.9605612539912634,2.9605612539912634
tabula_sapiens_stomach,43,all,non_target,rare_standardized_distance,9543,2.8193381544711356,2.6850458655795926,2.9454736047877716
tabula_sapiens_stomach,43,all,baseline_correct_rare,rare_standardized_distance,16,1.5289698142985095,1.2840054166561867,1.6622853862053573
tabula_sapiens_stomach,43,all,unrescued_rare,rare_standardized_distance,14,2.5987987178744056,1.919640436659328,2.705591185423285
tabula_sapiens_stomach,43,all,true_rescued_rare,rare_standardized_distance,2,1.9759532336640466,1.9722332913090677,1.9796731760190256
tabula_sapiens_stomach,44,0.01,non_target,rare_standardized_distance,9543,3.5238734850762627,3.313192851371785,3.732000362472755
tabula_sapiens_stomach,44,0.01,true_rescued_rare,rare_standardized_distance,4,2.229107921774016,1.9990251927968248,2.4275894789507007
tabula_sapiens_stomach,44,0.01,unrescued_rare,rare_standardized_distance,14,3.6170718297242415,2.709223548757033,3.8611638199335343
tabula_sapiens_stomach,44,0.01,baseline_correct_rare,rare_standardized_distance,14,1.845055113356477,1.7250087263063683,2.031184547159688
tabula_sapiens_stomach,44,0.05,non_target,rare_standardized_distance,9543,3.5238734850762627,3.313192851371785,3.732000362472755
tabula_sapiens_stomach,44,0.05,true_rescued_rare,rare_standardized_distance,4,2.229107921774016,1.9990251927968248,2.4275894789507007
tabula_sapiens_stomach,44,0.05,unrescued_rare,rare_standardized_distance,14,3.6170718297242415,2.709223548757033,3.8611638199335343
tabula_sapiens_stomach,44,0.05,baseline_correct_rare,rare_standardized_distance,14,1.845055113356477,1.7250087263063683,2.031184547159688
tabula_sapiens_stomach,44,0.10,non_target,rare_standardized_distance,9543,3.5238734850762627,3.313192851371785,3.732000362472755
tabula_sapiens_stomach,44,0.10,true_rescued_rare,rare_standardized_distance,4,2.229107921774016,1.9990251927968248,2.4275894789507007
tabula_sapiens_stomach,44,0.10,unrescued_rare,rare_standardized_distance,14,3.6170718297242415,2.709223548757033,3.8611638199335343
tabula_sapiens_stomach,44,0.10,baseline_correct_rare,rare_standardized_distance,14,1.845055113356477,1.7250087263063683,2.031184547159688
tabula_sapiens_stomach,44,all,non_target,rare_standardized_distance,9543,2.7965142428722487,2.6236221586226343,2.9676275584657423
tabula_sapiens_stomach,44,all,true_rescued_rare,rare_standardized_distance,5,1.9352497166663696,1.8100646812350787,1.9516051439812439
tabula_sapiens_stomach,44,all,unrescued_rare,rare_standardized_distance,13,3.022718254425442,2.345130325869222,3.1606454050045256
tabula_sapiens_stomach,44,all,baseline_correct_rare,rare_standardized_distance,14,1.3391675239510001,1.2262012105077766,1.548074346458232
tabula_small_intestine,42,0.01,non_target,rare_standardized_distance,6288,4.233714790815213,4.0422665017537245,4.440520779399368
tabula_small_intestine,42,0.01,baseline_correct_rare,rare_standardized_distance,65,1.418565248256817,1.1750419350708472,1.5936207821611854
tabula_small_intestine,42,0.05,non_target,rare_standardized_distance,6288,3.3568793726095345,3.210163358663867,3.510731961140661
tabula_small_intestine,42,0.05,baseline_correct_rare,rare_standardized_distance,65,1.2199593015283536,1.0398106353619772,1.3790458466922346
tabula_small_intestine,42,0.10,non_target,rare_standardized_distance,6288,3.1674991112671576,3.0290605061687623,3.318988389113437
tabula_small_intestine,42,0.10,baseline_correct_rare,rare_standardized_distance,65,1.2040766559197587,1.059546076296129,1.3567322295193578
tabula_small_intestine,42,all,non_target,rare_standardized_distance,6288,3.366313169685084,3.2096287864521384,3.542616300548576
tabula_small_intestine,42,all,baseline_correct_rare,rare_standardized_distance,65,1.1836065778648979,1.0448300154932861,1.407534532424725
tabula_small_intestine,43,0.01,non_target,rare_standardized_distance,6288,3.0706717020867673,2.941602434258276,3.219825914728955
tabula_small_intestine,43,0.01,baseline_correct_rare,rare_standardized_distance,65,1.0238694607784413,0.8883557029159539,1.1487733724289295
tabula_small_intestine,43,0.05,non_target,rare_standardized_distance,6288,3.302843141089748,3.151308647306808,3.4726308255432317
tabula_small_intestine,43,0.05,baseline_correct_rare,rare_standardized_distance,65,1.1086566366896646,0.9461518045568269,1.3330129172504313
tabula_small_intestine,43,0.10,non_target,rare_standardized_distance,6288,4.0851282097054185,3.9179688005662054,4.280042233027077
tabula_small_intestine,43,0.10,baseline_correct_rare,rare_standardized_distance,65,1.2485959612013173,1.0883169867664864,1.554435802712829
tabula_small_intestine,43,all,non_target,rare_standardized_distance,6288,3.6207292372452065,3.468308603819028,3.786330095602425
tabula_small_intestine,43,all,baseline_correct_rare,rare_standardized_distance,65,1.161189907902582,1.0041352133446486,1.3926211038415213
tabula_small_intestine,44,0.01,non_target,rare_standardized_distance,6288,3.5293023126636864,3.354349802228696,3.7331241791614036
