method,seed,rare_class,rare_train_size,split_mode,overall_accuracy,macro_f1,rare_precision,rare_recall,rare_f1,n_candidates,n_marker_verified,rescued_rare_errors,false_rescues,modification_rate,major_to_rare_false_rescue_rate,k,gate_name,candidate_precision_for_rare_error,rare_error_recall,n_changed,dataset,separability_ratio,nearest_majority_class
knn_k15,43,ASDC,all,batch_heldout,0.8999021845451581,0.8780759708037754,1.0,0.8461538461538461,0.9166666666666666,,,,,,,15.0,,,,,immune_dc,1.4675,HLA-DRhi cDC2
prototype,43,ASDC,all,batch_heldout,0.8951744375611347,0.8843687392173756,0.7664670658682635,0.9846153846153848,0.8619528619528619,46.0,0.0,9.0,37.0,0.0074991848712096,0.0061625582944703,,,,,,immune_dc,1.4675,HLA-DRhi cDC2
prototype_gate,43,ASDC,all,batch_heldout,0.8997391587870883,0.9003173037240403,0.9534883720930232,0.946153846153846,0.9498069498069498,8.0,,4.0,4.0,0.0013042060645582,0.0006662225183211,,rank1,0.5,0.3636363636363636,,immune_dc,1.4675,HLA-DRhi cDC2
prototype_gate_best,43,ASDC,all,batch_heldout,0.8997391587870883,0.9003173037240403,0.9534883720930232,0.946153846153846,0.9498069498069498,8.0,,4.0,4.0,0.0013042060645582,0.0006662225183211,,rank1,0.5,0.3636363636363636,,immune_dc,1.4675,HLA-DRhi cDC2
prototype_gate_marker,43,ASDC,all,batch_heldout,0.900065210303228,0.9016490365265528,0.968503937007874,0.946153846153846,0.9571984435797666,8.0,6.0,4.0,2.0,0.0009781545484186,0.0003331112591605,,,,,,immune_dc,1.4675,HLA-DRhi cDC2
fusion,43,ASDC,all,batch_heldout,0.901532442125856,0.9022408371329508,0.9834710743801652,0.9153846153846154,0.9482071713147412,,,0.0,0.0,0.0037495924356048,0.0,,,,0.0,23.0,immune_dc,1.4675,HLA-DRhi cDC2
fusion_gated,43,ASDC,all,batch_heldout,0.8999021845451581,0.9008274172239492,0.9836065573770492,0.9230769230769232,0.9523809523809524,,,1.0,0.0,0.0001630257580697,0.0,,,,0.0909090909090909,1.0,immune_dc,1.4675,HLA-DRhi cDC2
baseline,43,cDC1,10,batch_heldout,0.8599608738180633,0.7212189285075157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,immune_dc,1.7247,HLA-DRhi cDC2
knn_k15,43,cDC1,10,batch_heldout,0.8743071405282035,0.7866920419889919,1.0,0.2874493927125506,0.4465408805031446,,,,,,,15.0,,,,,immune_dc,1.7247,HLA-DRhi cDC2
prototype,43,cDC1,10,batch_heldout,0.868112161721552,0.7789937290348415,1.0,0.2024291497975708,0.3367003367003367,50.0,0.0,50.0,0.0,0.0081512879034887,0.0,,,,,,immune_dc,1.7247,HLA-DRhi cDC2
prototype_gate,43,cDC1,10,batch_heldout,0.8976198239321813,0.8903362941499515,0.979253112033195,0.9554655870445344,0.9672131147540984,241.0,,236.0,5.0,0.0392892076948157,0.0008493290300662,,rank1,0.979253112033195,0.9554655870445344,,immune_dc,1.7247,HLA-DRhi cDC2
prototype_gate_best,43,cDC1,10,batch_heldout,0.8982719269644603,0.8919026640224303,0.9607843137254902,0.9919028340080972,0.9760956175298804,255.0,,245.0,10.0,0.0415715683077926,0.0016986580601324,,rank2_dscore_q90,0.9607843137254902,0.9919028340080972,,immune_dc,1.7247,HLA-DRhi cDC2
prototype_gate_marker,43,cDC1,10,batch_heldout,0.897782849690251,0.8907160355001315,0.9833333333333332,0.9554655870445344,0.969199178644764,241.0,240.0,236.0,4.0,0.039126181936746,0.0006794632240529,,,,,,immune_dc,1.7247,HLA-DRhi cDC2
fusion,43,cDC1,10,batch_heldout,0.8715357026410173,0.7712367701082671,1.0,0.1376518218623481,0.2419928825622775,,,35.0,0.0,0.0176067818715357,0.0,,,,0.1417004048582996,108.0,immune_dc,1.7247,HLA-DRhi cDC2
fusion_gated,43,cDC1,10,batch_heldout,0.8976198239321813,0.8903362941499515,0.979253112033195,0.9554655870445344,0.9672131147540984,,,236.0,5.0,0.0392892076948157,0.0008493290300662,,,,0.9554655870445344,241.0,immune_dc,1.7247,HLA-DRhi cDC2
baseline,43,cDC1,20,batch_heldout,0.8373002934463645,0.7195951810242457,1.0,0.0404858299595141,0.0778210116731517,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,immune_dc,1.7247,HLA-DRhi cDC2
knn_k15,43,cDC1,20,batch_heldout,0.8906097163351809,0.8529904967108713,1.0,0.7125506072874493,0.8321513002364066,,,,,,,15.0,,,,,immune_dc,1.7247,HLA-DRhi cDC2
prototype,43,cDC1,20,batch_heldout,0.8573524616889469,0.8272224084967524,1.0,0.5384615384615384,0.7,123.0,0.0,123.0,0.0,0.0200521682425823,0.0,,,,,,immune_dc,1.7247,HLA-DRhi cDC2
prototype_gate,43,cDC1,20,batch_heldout,0.8743071405282035,0.8770978810409892,0.979757085020243,0.979757085020243,0.979757085020243,237.0,,232.0,5.0,0.0386371046625366,0.0008493290300662,,rank1,0.978902953586498,0.978902953586498,,immune_dc,1.7247,HLA-DRhi cDC2
prototype_gate_best,43,cDC1,20,batch_heldout,0.8743071405282035,0.8770978810409892,0.979757085020243,0.979757085020243,0.979757085020243,237.0,,232.0,5.0,0.0386371046625366,0.0008493290300662,,rank1,0.978902953586498,0.978902953586498,,immune_dc,1.7247,HLA-DRhi cDC2
prototype_gate_marker,43,cDC1,20,batch_heldout,0.874633192044343,0.8778528695662802,0.9877551020408164,0.979757085020243,0.983739837398374,237.0,235.0,232.0,3.0,0.0383110531463971,0.0005095974180397,,,,,,immune_dc,1.7247,HLA-DRhi cDC2
fusion,43,cDC1,20,batch_heldout,0.8635474404955983,0.823229769648152,1.0,0.4493927125506073,0.6201117318435754,,,101.0,0.0,0.0350505379850016,0.0,,,,0.4261603375527426,215.0,immune_dc,1.7247,HLA-DRhi cDC2
fusion_gated,43,cDC1,20,batch_heldout,0.8743071405282035,0.8770978810409892,0.979757085020243,0.979757085020243,0.979757085020243,,,232.0,5.0,0.0386371046625366,0.0008493290300662,,,,0.978902953586498,237.0,immune_dc,1.7247,HLA-DRhi cDC2
baseline,43,cDC1,5,batch_heldout,0.857189435930877,0.7186102999513101,1.0,0.0040485829959514,0.0080645161290322,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,immune_dc,1.7247,HLA-DRhi cDC2
knn_k15,43,cDC1,5,batch_heldout,0.8593087707857842,0.7087046836359533,0.0,0.0,0.0,,,,,,,15.0,,,,,immune_dc,1.7247,HLA-DRhi cDC2
prototype,43,cDC1,5,batch_heldout,0.8627323117052494,0.7598143142164213,1.0,0.1417004048582996,0.2482269503546099,34.0,0.0,34.0,0.0,0.0055428757743723,0.0,,,,,,immune_dc,1.7247,HLA-DRhi cDC2
prototype_gate,43,cDC1,5,batch_heldout,0.8961525921095533,0.8901981115954608,1.0,0.97165991902834,0.9856262833675564,239.0,,239.0,0.0,0.0389631561786762,0.0,,rank1,1.0,0.9715447154471544,,immune_dc,1.7247,HLA-DRhi cDC2
prototype_gate_best,43,cDC1,5,batch_heldout,0.8958265405934137,0.8894124162172136,0.9722222222222222,0.9919028340080972,0.9819639278557114,251.0,,244.0,7.0,0.0409194652755135,0.0011890606420927,,rank2_dscore_q90,0.9721115537848606,0.991869918699187,,immune_dc,1.7247,HLA-DRhi cDC2
prototype_gate_marker,43,cDC1,5,batch_heldout,0.8961525921095533,0.8901981115954608,1.0,0.97165991902834,0.9856262833675564,239.0,239.0,239.0,0.0,0.0389631561786762,0.0,,,,,,immune_dc,1.7247,HLA-DRhi cDC2
fusion,43,cDC1,5,batch_heldout,0.8628953374633193,0.7547071967416948,1.0,0.1093117408906882,0.1970802919708029,,,26.0,0.0,0.0176067818715357,0.0,,,,0.1056910569105691,108.0,immune_dc,1.7247,HLA-DRhi cDC2
fusion_gated,43,cDC1,5,batch_heldout,0.8961525921095533,0.8901981115954608,1.0,0.97165991902834,0.9856262833675564,,,239.0,0.0,0.0389631561786762,0.0,,,,0.9715447154471544,239.0,immune_dc,1.7247,HLA-DRhi cDC2
baseline,43,cDC1,50,batch_heldout,0.8726768829475057,0.8739030149900032,1.0,0.9757085020242916,0.9877049180327868,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,immune_dc,1.7247,HLA-DRhi cDC2
knn_k15,43,cDC1,50,batch_heldout,0.902184545158135,0.8804688173094665,1.0,0.9352226720647774,0.9665271966527196,,,,,,,15.0,,,,,immune_dc,1.7247,HLA-DRhi cDC2
prototype,43,cDC1,50,batch_heldout,0.873165960221715,0.8752220964372498,0.9919354838709676,0.9959514170040484,0.993939393939394,7.0,0.0,5.0,2.0,0.0011411803064884,0.0003397316120264,,,,,,immune_dc,1.7247,HLA-DRhi cDC2
prototype_gate,43,cDC1,50,batch_heldout,0.8726768829475057,0.8740468953980529,0.9800796812749004,0.9959514170040484,0.9879518072289156,10.0,,5.0,5.0,0.0016302575806977,0.0008493290300662,,rank1,0.5,0.8333333333333334,,immune_dc,1.7247,HLA-DRhi cDC2
prototype_gate_best,43,cDC1,50,batch_heldout,0.8728399087055755,0.8742833505549154,1.0,0.979757085020243,0.9897750511247444,1.0,,1.0,0.0,0.0001630257580697,0.0,,rank2_margin_q25_neighbor_major,1.0,0.1666666666666666,,immune_dc,1.7247,HLA-DRhi cDC2
prototype_gate_marker,43,cDC1,50,batch_heldout,0.8734920117378546,0.8760121365693769,1.0,0.9959514170040484,0.9979716024340772,10.0,5.0,5.0,0.0,0.0008151287903488,0.0,,,,,,immune_dc,1.7247,HLA-DRhi cDC2
fusion,43,cDC1,50,batch_heldout,0.8790348875122269,0.8841212187100638,1.0,0.9838056680161944,0.9918367346938776,,,2.0,0.0,0.0133681121617215,0.0,,,,0.3333333333333333,82.0,immune_dc,1.7247,HLA-DRhi cDC2
fusion_gated,43,cDC1,50,batch_heldout,0.8726768829475057,0.8739030149900032,1.0,0.9757085020242916,0.9877049180327868,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,immune_dc,1.7247,HLA-DRhi cDC2
baseline,43,cDC1,all,batch_heldout,0.8997391587870883,0.900094337662323,0.9959183673469388,0.9878542510121456,0.991869918699187,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,immune_dc,1.7247,HLA-DRhi cDC2
knn_k15,43,cDC1,all,batch_heldout,0.8999021845451581,0.8780759708037754,1.0,0.9919028340080972,0.9959349593495936,,,,,,,15.0,,,,,immune_dc,1.7247,HLA-DRhi cDC2
prototype,43,cDC1,all,batch_heldout,0.8979458754483208,0.8961257360429506,0.946153846153846,0.9959514170040484,0.970414201183432,15.0,0.0,2.0,13.0,0.0024453863710466,0.0022082554781722,,,,,,immune_dc,1.7247,HLA-DRhi cDC2
prototype_gate,43,cDC1,all,batch_heldout,0.8990870557548093,0.8987485942643576,0.9723320158102768,0.9959514170040484,0.984,8.0,,2.0,6.0,0.0013042060645582,0.0010191948360794,,rank1,0.25,0.6666666666666666,,immune_dc,1.7247,HLA-DRhi cDC2
prototype_gate_best,43,cDC1,all,batch_heldout,0.8990870557548093,0.8987485942643576,0.9723320158102768,0.9959514170040484,0.984,8.0,,2.0,6.0,0.0013042060645582,0.0010191948360794,,rank1,0.25,0.6666666666666666,,immune_dc,1.7247,HLA-DRhi cDC2
prototype_gate_marker,43,cDC1,all,batch_heldout,0.8995761330290186,0.899888357879629,0.984,0.9959514170040484,0.9899396378269618,8.0,5.0,2.0,3.0,0.0008151287903488,0.0005095974180397,,,,,,immune_dc,1.7247,HLA-DRhi cDC2
fusion,43,cDC1,all,batch_heldout,0.901532442125856,0.9022408371329508,0.9959349593495936,0.9919028340080972,0.9939148073022313,,,1.0,0.0,0.0037495924356048,0.0,,,,0.3333333333333333,23.0,immune_dc,1.7247,HLA-DRhi cDC2
fusion_gated,43,cDC1,all,batch_heldout,0.8990870557548093,0.8987485942643576,0.9723320158102768,0.9959514170040484,0.984,,,2.0,6.0,0.0013042060645582,0.0010191948360794,,,,0.6666666666666666,8.0,immune_dc,1.7247,HLA-DRhi cDC2
baseline,44,ASDC,10,batch_heldout,0.8718617541571568,0.7236308031006412,1.0,0.0153846153846153,0.0303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,immune_dc,1.169,pDC
knn_k15,44,ASDC,10,batch_heldout,0.8845777632865993,0.7544760994864977,1.0,0.0923076923076923,0.1690140845070422,,,,,,,15.0,,,,,immune_dc,1.169,pDC
prototype,44,ASDC,10,batch_heldout,0.8821323769155527,0.8369936385024296,0.8823529411764706,0.5769230769230769,0.6976744186046512,83.0,0.0,73.0,10.0,0.0135311379197913,0.0016655562958027,,,,,,immune_dc,1.169,pDC
prototype_gate,44,ASDC,10,batch_heldout,0.8886534072383436,0.8722529278664141,0.9565217391304348,0.8461538461538461,0.8979591836734694,113.0,,108.0,5.0,0.0184219106618845,0.0008327781479013,,rank1,0.9557522123893806,0.84375,,immune_dc,1.169,pDC
prototype_gate_best,44,ASDC,10,batch_heldout,0.8886534072383436,0.8722529278664141,0.9565217391304348,0.8461538461538461,0.8979591836734694,113.0,,108.0,5.0,0.0184219106618845,0.0008327781479013,,rank1,0.9557522123893806,0.84375,,immune_dc,1.169,pDC
prototype_gate_marker,44,ASDC,10,batch_heldout,0.8845777632865993,0.8493768691104332,0.9761904761904762,0.6307692307692307,0.7663551401869159,113.0,82.0,80.0,2.0,0.0133681121617215,0.0003331112591605,,,,,,immune_dc,1.169,pDC
fusion,44,ASDC,10,batch_heldout,0.8798500163025758,0.8117436634099954,1.0,0.3461538461538461,0.5142857142857142,,,43.0,0.0,0.019563090968373,0.0,,,,0.3359375,120.0,immune_dc,1.169,pDC
fusion_gated,44,ASDC,10,batch_heldout,0.8888164329964134,0.8726464026790981,0.9818181818181818,0.8307692307692308,0.9,,,106.0,2.0,0.0176067818715357,0.0003331112591605,,,,0.828125,108.0,immune_dc,1.169,pDC
baseline,44,ASDC,20,batch_heldout,0.8803390935767851,0.8296802888494321,1.0,0.5615384615384615,0.7192118226600985,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,immune_dc,1.169,pDC
knn_k15,44,ASDC,20,batch_heldout,0.8925660254320182,0.8264382318414841,1.0,0.4615384615384615,0.631578947368421,,,,,,,15.0,,,,,immune_dc,1.169,pDC
prototype,44,ASDC,20,batch_heldout,0.8863710466253668,0.8644955976333666,0.9661016949152542,0.8769230769230769,0.9193548387096774,45.0,0.0,41.0,4.0,0.0073361591131398,0.0006662225183211,,,,,,immune_dc,1.169,pDC
prototype_gate,44,ASDC,20,batch_heldout,0.8858819693511575,0.862148692554141,0.9652173913043478,0.8538461538461538,0.9061224489795918,42.0,,38.0,4.0,0.0068470818389305,0.0006662225183211,,rank1,0.9047619047619048,0.6666666666666666,,immune_dc,1.169,pDC
prototype_gate_best,44,ASDC,20,batch_heldout,0.8858819693511575,0.862148692554141,0.9652173913043478,0.8538461538461538,0.9061224489795918,42.0,,38.0,4.0,0.0068470818389305,0.0006662225183211,,rank1,0.9047619047619048,0.6666666666666666,,immune_dc,1.169,pDC
prototype_gate_marker,44,ASDC,20,batch_heldout,0.886208020867297,0.8634869288793389,0.9823008849557522,0.8538461538461538,0.9135802469135802,42.0,40.0,38.0,2.0,0.006521030322791,0.0003331112591605,,,,,,immune_dc,1.169,pDC
fusion,44,ASDC,20,batch_heldout,0.8888164329964134,0.8592460297731194,1.0,0.7384615384615385,0.8495575221238938,,,23.0,0.0,0.0215194000652103,0.0,,,,0.4035087719298245,132.0,immune_dc,1.169,pDC
fusion_gated,44,ASDC,20,batch_heldout,0.8858819693511575,0.862148692554141,0.9652173913043478,0.8538461538461538,0.9061224489795918,,,38.0,4.0,0.0068470818389305,0.0006662225183211,,,,0.6666666666666666,42.0,immune_dc,1.169,pDC
baseline,44,ASDC,5,batch_heldout,0.8798500163025758,0.7281877927777747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,immune_dc,1.169,pDC
knn_k15,44,ASDC,5,batch_heldout,0.887023149657646,0.7231371880308811,0.0,0.0,0.0,,,,,,,15.0,,,,,immune_dc,1.169,pDC
prototype,44,ASDC,5,batch_heldout,0.8894685360286926,0.8358143309854119,0.9682539682539684,0.4692307692307692,0.6321243523316062,63.0,0.0,61.0,2.0,0.0102706227583958,0.0003331112591605,,,,,,immune_dc,1.169,pDC
prototype_gate,44,ASDC,5,batch_heldout,0.8968046951418324,0.8806314969460657,0.9814814814814816,0.8153846153846154,0.8907563025210085,108.0,,106.0,2.0,0.0176067818715357,0.0003331112591605,,rank1,0.9814814814814816,0.8153846153846154,,immune_dc,1.169,pDC
prototype_gate_best,44,ASDC,5,batch_heldout,0.8968046951418324,0.8806314969460657,0.9814814814814816,0.8153846153846154,0.8907563025210085,108.0,,106.0,2.0,0.0176067818715357,0.0003331112591605,,rank1,0.9814814814814816,0.8153846153846154,,immune_dc,1.169,pDC
prototype_gate_marker,44,ASDC,5,batch_heldout,0.897130746657972,0.8819855870540553,1.0,0.8153846153846154,0.8983050847457628,108.0,106.0,106.0,0.0,0.0172807303553961,0.0,,,,,,immune_dc,1.169,pDC
fusion,44,ASDC,5,batch_heldout,0.8910987936093903,0.8078616304121983,1.0,0.2923076923076923,0.4523809523809524,,,38.0,0.0,0.0213563743071405,0.0,,,,0.2923076923076923,131.0,immune_dc,1.169,pDC
fusion_gated,44,ASDC,5,batch_heldout,0.8968046951418324,0.8804886625339948,0.9905660377358492,0.8076923076923077,0.8898305084745762,,,105.0,1.0,0.0172807303553961,0.0001665556295802,,,,0.8076923076923077,106.0,immune_dc,1.169,pDC
baseline,44,ASDC,50,batch_heldout,0.8924029996739485,0.8851810773721418,0.9908256880733946,0.8307692307692308,0.9037656903765692,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,immune_dc,1.169,pDC
knn_k15,44,ASDC,50,batch_heldout,0.8987610042386697,0.8612338526816911,1.0,0.7153846153846154,0.8340807174887892,,,,,,,15.0,,,,,immune_dc,1.169,pDC
prototype,44,ASDC,50,batch_heldout,0.8922399739158787,0.8864512005567856,0.8680555555555556,0.9615384615384616,0.9124087591240876,35.0,0.0,17.0,18.0,0.0057059015324421,0.002998001332445,,,,,,immune_dc,1.169,pDC
prototype_gate,44,ASDC,50,batch_heldout,0.8928920769481578,0.8880637036107681,0.9508196721311476,0.8923076923076924,0.9206349206349206,13.0,,8.0,5.0,0.002119334854907,0.0008327781479013,,rank1,0.6153846153846154,0.3636363636363636,,immune_dc,1.169,pDC
prototype_gate_best,44,ASDC,50,batch_heldout,0.8928920769481578,0.8880637036107681,0.9508196721311476,0.8923076923076924,0.9206349206349206,13.0,,8.0,5.0,0.002119334854907,0.0008327781479013,,rank1,0.6153846153846154,0.3636363636363636,,immune_dc,1.169,pDC
prototype_gate_marker,44,ASDC,50,batch_heldout,0.8930551027062276,0.8887292605947087,0.9586776859504132,0.8923076923076924,0.9243027888446216,13.0,12.0,8.0,4.0,0.0019563090968373,0.0006662225183211,,,,,,immune_dc,1.169,pDC
fusion,44,ASDC,50,batch_heldout,0.8945223345288555,0.8900834176964182,1.0,0.8461538461538461,0.9166666666666666,,,2.0,0.0,0.013042060645582,0.0,,,,0.0909090909090909,80.0,immune_dc,1.169,pDC
fusion_gated,44,ASDC,50,batch_heldout,0.8933811542223671,0.8899978114147884,0.9829059829059827,0.8846153846153846,0.931174089068826,,,7.0,1.0,0.0013042060645582,0.0001665556295802,,,,0.3181818181818182,8.0,immune_dc,1.169,pDC
baseline,44,ASDC,all,batch_heldout,0.8912618193674601,0.884866602668232,0.9834710743801652,0.9153846153846154,0.9482071713147412,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,immune_dc,1.169,pDC
knn_k15,44,ASDC,all,batch_heldout,0.9041408542549724,0.8853403924585342,0.9912280701754386,0.8692307692307693,0.9262295081967212,,,,,,,15.0,,,,,immune_dc,1.169,pDC
prototype,44,ASDC,all,batch_heldout,0.8899576133029019,0.8804480338665829,0.8707482993197279,0.9846153846153848,0.924187725631769,26.0,0.0,9.0,17.0,0.0042386697098141,0.0028314457028647,,,,,,immune_dc,1.169,pDC
prototype_gate,44,ASDC,all,batch_heldout,0.8917508966416694,0.8870674379295153,0.9838709677419356,0.9384615384615383,0.9606299212598424,3.0,,3.0,0.0,0.0004890772742093,0.0,,rank1,1.0,0.2727272727272727,,immune_dc,1.169,pDC
prototype_gate_best,44,ASDC,all,batch_heldout,0.8917508966416694,0.8870674379295153,0.9838709677419356,0.9384615384615383,0.9606299212598424,3.0,,3.0,0.0,0.0004890772742093,0.0,,rank1,1.0,0.2727272727272727,,immune_dc,1.169,pDC
prototype_gate_marker,44,ASDC,all,batch_heldout,0.8914248451255299,0.8856056690953756,0.9836065573770492,0.9230769230769232,0.9523809523809524,3.0,1.0,1.0,0.0,0.0001630257580697,0.0,,,,,,immune_dc,1.169,pDC
fusion,44,ASDC,all,batch_heldout,0.8951744375611347,0.8896087824219593,0.9834710743801652,0.9153846153846154,0.9482071713147412,,,1.0,0.0,0.0140202151940006,0.0,,,,0.0909090909090909,86.0,immune_dc,1.169,pDC
fusion_gated,44,ASDC,all,batch_heldout,0.8914248451255299,0.8856056690953756,0.9836065573770492,0.9230769230769232,0.9523809523809524,,,1.0,0.0,0.0001630257580697,0.0,,,,0.0909090909090909,1.0,immune_dc,1.169,pDC
baseline,44,cDC1,10,batch_heldout,0.8519726116726443,0.716448063213766,1.0,0.0242914979757085,0.0474308300395256,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,immune_dc,1.1379,HLA-DRhi cDC2
knn_k15,44,cDC1,10,batch_heldout,0.8611020541245517,0.7164673181326368,1.0,0.020242914979757,0.0396825396825396,,,,,,,15.0,,,,,immune_dc,1.1379,HLA-DRhi cDC2
prototype,44,cDC1,10,batch_heldout,0.8567003586566677,0.7528127850528468,0.9487179487179488,0.1497975708502024,0.2587412587412587,33.0,0.0,31.0,2.0,0.0053798500163025,0.0003397316120264,,,,,,immune_dc,1.1379,HLA-DRhi cDC2
prototype_gate,44,cDC1,10,batch_heldout,0.8893055102706228,0.8794450970296296,0.9875518672199172,0.9635627530364372,0.9754098360655736,235.0,,232.0,3.0,0.0383110531463971,0.0005095974180397,,rank1,0.9872340425531916,0.9626556016597512,,immune_dc,1.1379,HLA-DRhi cDC2
prototype_gate_best,44,cDC1,10,batch_heldout,0.8893055102706228,0.8794450970296296,0.9875518672199172,0.9635627530364372,0.9754098360655736,235.0,,232.0,3.0,0.0383110531463971,0.0005095974180397,,rank1,0.9872340425531916,0.9626556016597512,,immune_dc,1.1379,HLA-DRhi cDC2
prototype_gate_marker,44,cDC1,10,batch_heldout,0.8893055102706228,0.8794450970296296,0.9875518672199172,0.9635627530364372,0.9754098360655736,235.0,235.0,232.0,3.0,0.0383110531463971,0.0005095974180397,,,,,,immune_dc,1.1379,HLA-DRhi cDC2
fusion,44,cDC1,10,batch_heldout,0.8596348223019237,0.7428743244434693,1.0,0.0850202429149797,0.1567164179104477,,,15.0,0.0,0.0154874470166286,0.0,,,,0.0622406639004149,95.0,immune_dc,1.1379,HLA-DRhi cDC2
fusion_gated,44,cDC1,10,batch_heldout,0.8893055102706228,0.8794450970296296,0.9875518672199172,0.9635627530364372,0.9754098360655736,,,232.0,3.0,0.0383110531463971,0.0005095974180397,,,,0.9626556016597512,235.0,immune_dc,1.1379,HLA-DRhi cDC2
baseline,44,cDC1,20,batch_heldout,0.8505053798500163,0.7088176661146561,1.0,0.0323886639676113,0.0627450980392156,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,immune_dc,1.1379,HLA-DRhi cDC2
knn_k15,44,cDC1,20,batch_heldout,0.883273557222041,0.8262258893467753,1.0,0.5506072874493927,0.7101827676240209,,,,,,,15.0,,,,,immune_dc,1.1379,HLA-DRhi cDC2
prototype,44,cDC1,20,batch_heldout,0.8743071405282035,0.8328196441269601,0.9935897435897436,0.6275303643724697,0.7692307692307693,148.0,0.0,147.0,1.0,0.0241278121943267,0.0001698658060132,,,,,,immune_dc,1.1379,HLA-DRhi cDC2
prototype_gate,44,cDC1,20,batch_heldout,0.8883273557222041,0.8722532847764848,0.9878048780487804,0.9838056680161944,0.9858012170385396,238.0,,235.0,3.0,0.0388001304206064,0.0005095974180397,,rank1,0.9873949579831932,0.9832635983263598,,immune_dc,1.1379,HLA-DRhi cDC2
prototype_gate_best,44,cDC1,20,batch_heldout,0.8883273557222041,0.8722532847764848,0.9878048780487804,0.9838056680161944,0.9858012170385396,238.0,,235.0,3.0,0.0388001304206064,0.0005095974180397,,rank1,0.9873949579831932,0.9832635983263598,,immune_dc,1.1379,HLA-DRhi cDC2
prototype_gate_marker,44,cDC1,20,batch_heldout,0.8884903814802739,0.8726490158908974,1.0,0.9757085020242916,0.9877049180327868,238.0,233.0,233.0,0.0,0.0379850016302575,0.0,,,,,,immune_dc,1.1379,HLA-DRhi cDC2
fusion,44,cDC1,20,batch_heldout,0.871046625366808,0.80909455796832,1.0,0.4008097165991903,0.5722543352601156,,,91.0,0.0,0.0278774046299315,0.0,,,,0.3807531380753138,171.0,immune_dc,1.1379,HLA-DRhi cDC2
fusion_gated,44,cDC1,20,batch_heldout,0.8883273557222041,0.8722532847764848,0.9878048780487804,0.9838056680161944,0.9858012170385396,,,235.0,3.0,0.0388001304206064,0.0005095974180397,,,,0.9832635983263598,238.0,immune_dc,1.1379,HLA-DRhi cDC2
baseline,44,cDC1,5,batch_heldout,0.8539289207694816,0.7199356541395713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,immune_dc,1.1379,HLA-DRhi cDC2
knn_k15,44,cDC1,5,batch_heldout,0.8635474404955983,0.7094543777616056,0.0,0.0,0.0,,,,,,,15.0,,,,,immune_dc,1.1379,HLA-DRhi cDC2
prototype,44,cDC1,5,batch_heldout,0.8567003586566677,0.7466832117330102,0.9047619047619048,0.0769230769230769,0.1417910447761194,21.0,0.0,19.0,2.0,0.0034235409194652,0.0003397316120264,,,,,,immune_dc,1.1379,HLA-DRhi cDC2
prototype_gate,44,cDC1,5,batch_heldout,0.8932181284642974,0.8952314974604597,0.9878542510121456,0.9878542510121456,0.9878542510121456,247.0,,244.0,3.0,0.0402673622432344,0.0005095974180397,,rank1,0.9878542510121456,0.9878542510121456,,immune_dc,1.1379,HLA-DRhi cDC2
prototype_gate_best,44,cDC1,5,batch_heldout,0.8932181284642974,0.8952314974604597,0.9878542510121456,0.9878542510121456,0.9878542510121456,247.0,,244.0,3.0,0.0402673622432344,0.0005095974180397,,rank1,0.9878542510121456,0.9878542510121456,,immune_dc,1.1379,HLA-DRhi cDC2
prototype_gate_marker,44,cDC1,5,batch_heldout,0.8933811542223671,0.8956133965028793,0.991869918699187,0.9878542510121456,0.9898580121703854,247.0,246.0,244.0,2.0,0.0401043364851646,0.0003397316120264,,,,,,immune_dc,1.1379,HLA-DRhi cDC2
fusion,44,cDC1,5,batch_heldout,0.8607760026084121,0.73515664780429,1.0,0.0364372469635627,0.0703125,,,9.0,0.0,0.0210303227910009,0.0,,,,0.0364372469635627,129.0,immune_dc,1.1379,HLA-DRhi cDC2
fusion_gated,44,cDC1,5,batch_heldout,0.8932181284642974,0.8952314974604597,0.9878542510121456,0.9878542510121456,0.9878542510121456,,,244.0,3.0,0.0402673622432344,0.0005095974180397,,,,0.9878542510121456,247.0,immune_dc,1.1379,HLA-DRhi cDC2
baseline,44,cDC1,50,batch_heldout,0.8968046951418324,0.8909382413574806,1.0,0.9878542510121456,0.9938900203665988,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,immune_dc,1.1379,HLA-DRhi cDC2
knn_k15,44,cDC1,50,batch_heldout,0.8989240299967395,0.8798507485723923,1.0,0.9271255060728744,0.96218487394958,,,,,,,15.0,,,,,immune_dc,1.1379,HLA-DRhi cDC2
